Album,Artist,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Phone,PostalCode,Region,State,Track,Bytes,Milliseconds,Number of Records,Quantity,Sales,UnitPrice
Up An' Atom,Gene Krupa,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Lemon Drop,6.29M,194089,1,1,0.99,0.99
The Essential Miles Davis [Disc 2],Miles Davis,Paris,,Miles Davis,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Jean Pierre (Live),7.96M,243461,1,1,0.99,0.99
"Chronicle, Vol. 1",Creedence Clearwater Revival,Paris,,J. C. Fogerty,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Green River,5.11M,154279,1,1,0.99,0.99
Supernatural,Santana,Paris,,KC Porter & JB Eckl,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Primavera,12.50M,378618,1,1,0.99,0.99
Up An' Atom,Gene Krupa,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Drum Boogie,6.19M,191555,1,2,1.98,0.99
Sambas De Enredo 2001,Various Artists,Paris,,"Dito/Djalma Falcao/Ilha, Almir Da/MÃ¡rcio AndrÃ©",France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,UniÃ£o Da Ilha,11.10M,330945,1,2,1.98,0.99
The Essential Miles Davis [Disc 1],Miles Davis,Paris,,Miles Davis,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,The Pan Piper,7.59M,233769,1,3,2.97,0.99
Supernatural,Santana,Paris,,E. Shrody,France,40,dominiquelefebvre@gmail.com,Dominique,Rock,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Put Your Lights On,9.39M,285178,1,3,2.97,0.99
VinÃ­cius De Moraes - Sem Limite,Toquinho & VinÃ­cius,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Bossa Nova,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Como Ã‰ Duro Trabalhar,7.54M,226168,1,4,3.96,0.99
Up An' Atom,Gene Krupa,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Showcase,6.70M,201560,1,4,3.96,0.99
The Best of Ed Motta,Ed Motta,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Seis Da Tarde,7.94M,238445,1,4,3.96,0.99
Vozes do MPB,Various Artists,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,As Rosas NÃ£o Falam (Beth Carvalho),3.84M,116767,1,4,3.96,0.99
Vozes do MPB,Various Artists,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Latin,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Pela Luz dos Olhos Teus (MiÃºcha e Tom Jobim),5.40M,163970,1,4,3.96,0.99
The Essential Miles Davis [Disc 1],Miles Davis,Paris,,Miles Davis,France,40,dominiquelefebvre@gmail.com,Dominique,Jazz,3/14/08 00:00,19,Lefebvre,MPEG audio file,+33 01 47 42 71 71,75002,Europe,,Compulsion,11.25M,345025,1,5,4.95,0.99
"Chronicle, Vol. 1",Creedence Clearwater Revival,Edinburgh,,J. C. Fogerty,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,3/22/08 00:00,20,Murray,MPEG audio file,+44 0131 315 3300,EH4 1HH,Europe,,Someday Never Comes,7.95M,239360,1,4,3.96,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Sidney,,J.C. Fogerty,Australia,55,mark.taylor@yahoo.au,Mark,Rock,4/4/08 00:00,21,Taylor,MPEG audio file,+61 (02) 9332 3633,2010,Oceania,NSW,Walking On The Water,9.30M,281286,1,1,0.99,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Santiago,,J.C. Fogerty,Chile,57,luisrojas@yahoo.cl,Luis,Rock,4/4/08 00:00,22,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Good Golly Miss Molly,5.35M,163604,1,3,2.97,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Santiago,,J.C. Fogerty,Chile,57,luisrojas@yahoo.cl,Luis,Rock,4/4/08 00:00,22,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Wrote A Song For Everyone,9.68M,296385,1,4,3.96,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Sidney,,J.C. Fogerty,Australia,55,mark.taylor@yahoo.au,Mark,Rock,4/4/08 00:00,21,Taylor,MPEG audio file,+61 (02) 9332 3633,2010,Oceania,NSW,"Suzie-Q, Pt. 2",7.99M,244114,1,5,4.95,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/08 00:00,23,Srivastava,MPEG audio file,+91 080 22289999,560001,Asia,,Cotton Fields,5.92M,178181,1,1,0.99,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/08 00:00,23,Srivastava,MPEG audio file,+91 080 22289999,560001,Asia,,Before You Accuse Me,6.82M,207804,1,1,0.99,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/08 00:00,23,Srivastava,MPEG audio file,+91 080 22289999,560001,Asia,,Don't Look Now,4.37M,131918,1,3,2.97,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Bangalore,,J.C. Fogerty,India,59,puja_srivastava@yahoo.in,Puja,Rock,4/5/08 00:00,23,Srivastava,MPEG audio file,+91 080 22289999,560001,Asia,,Pagan Baby,12.71M,385619,1,3,2.97,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/08 00:00,24,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,CoronÃ© Antonio Bento,6.71M,200437,1,1,0.99,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/08 00:00,24,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,Woman Is The Nigger Of The World (Ao Vivo),9.72M,298919,1,1,0.99,0.99
"Chronicle, Vol. 2",Creedence Clearwater Revival,Oslo,,J.C. Fogerty,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Rock,4/6/08 00:00,24,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,Born To Move,11.26M,342804,1,1,0.99,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/08 00:00,24,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,MÃºsica Urbana 2,6.38M,194899,1,2,1.98,0.99
CÃ¡ssia Eller - Sem Limite [Disc 1],CÃ¡ssia Eller,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/08 00:00,24,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,Smells Like Teen Spirit (Ao Vivo),10.38M,316865,1,4,3.96,0.99
CÃ¡ssia Eller - ColeÃ§Ã£o Sem Limite [Disc 2],CÃ¡ssia Eller,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Latin,4/6/08 00:00,24,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,Brasil,7.91M,243696,1,5,4.95,0.99
Come Taste The Band,Deep Purple,São Paulo,Woodstock Discos,Bolin/Coverdale,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Drifter,8.00M,242834,1,2,1.98,0.99
Deep Purple In Rock,Deep Purple,São Paulo,Woodstock Discos,"Blackmore, Gillan, Glover, Lord, Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Child In Time,20.23M,620460,1,2,1.98,0.99
Purpendicular,Deep Purple,São Paulo,Woodstock Discos,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Vavoom : Ted The Mechanic,8.51M,257384,1,2,1.98,0.99
CÃ¡ssia Eller - Sem Limite [Disc 1],CÃ¡ssia Eller,São Paulo,Woodstock Discos,,Brazil,10,eduardo@woodstock.com.br,Eduardo,Latin,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,AdmirÃ¡vel Gado Novo,9.14M,274390,1,3,2.97,0.99
Fireball,Deep Purple,São Paulo,Woodstock Discos,"Ritchie Blackmore, Ian Gillan, Roger Glover, Jon Lord, Ian Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,No No No,13.65M,414902,1,3,2.97,0.99
Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,São Paulo,Woodstock Discos,"Richie Blackmore, Ian Gillian, Roger Glover",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Knocking At Your Back Door,13.78M,424829,1,3,2.97,0.99
Machine Head,Deep Purple,São Paulo,Woodstock Discos,Ian Gillan/Ian Paice/Jon Lord/Ritchie Blckmore/Roger Glover,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Maybe I'm A Leo,9.50M,290455,1,3,2.97,0.99
Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,São Paulo,Woodstock Discos,"Richie Blackmore, Ian Gillian, Roger Glover, Ian Paice",Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,The Unwritten Law,9.74M,295053,1,4,3.96,0.99
CÃ¡ssia Eller - Sem Limite [Disc 1],CÃ¡ssia Eller,São Paulo,Woodstock Discos,,Brazil,10,eduardo@woodstock.com.br,Eduardo,Latin,4/9/08 00:00,25,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Mis Penas Lloraba Yo (Ao Vivo) Soy Gitano (Tangos),6.20M,188473,1,5,4.95,0.99
The Cream Of Clapton,Eric Clapton,Cupertino,Apple Inc.,Bruce/Clapton,USA,19,tgoyer@apple.com,Tim,Blues,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Sunshine Of Your Love,8.23M,252891,1,1,0.99,0.99
The Cream Of Clapton,Eric Clapton,Cupertino,Apple Inc.,Clapton/Levy,USA,19,tgoyer@apple.com,Tim,Blues,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Lay Down Sally,7.77M,231732,1,1,0.99,0.99
Unplugged,Eric Clapton,Cupertino,Apple Inc.,"Eric Clapton, Will Jennings",USA,19,tgoyer@apple.com,Tim,Blues,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Tears In Heaven,9.03M,274729,1,1,0.99,0.99
Outbreak,Dennis Chambers,Cupertino,Apple Inc.,John Scofield,USA,19,tgoyer@apple.com,Tim,Jazz,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,"Baltimore, DC",11.39M,346932,1,1,0.99,0.99
The Battle Rages On,Deep Purple,Cupertino,Apple Inc.,roger glover,USA,19,tgoyer@apple.com,Tim,Rock,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,A Twist In The Tail,8.41M,257462,1,1,0.99,0.99
Vault: Def Leppard's Greatest Hits,Def Leppard,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Rock,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Animal,7.99M,244741,1,1,0.99,0.99
Djavan Ao Vivo - Vol. 1,Djavan,Cupertino,Apple Inc.,Djavan,USA,19,tgoyer@apple.com,Tim,Latin,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,AÃ§ai,8.89M,270968,1,2,1.98,0.99
Elis Regina-Minha HistÃ³ria,Elis Regina,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Latin,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,FascinaÃ§Ã£o,5.79M,180793,1,2,1.98,0.99
Slaves And Masters,Deep Purple,Cupertino,Apple Inc.,"Blackmore, Glover, Turner, Lord, Paice",USA,19,tgoyer@apple.com,Tim,Rock,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Fortuneteller,11.37M,349335,1,2,1.98,0.99
Djavan Ao Vivo - Vol. 02,Djavan,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Latin,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Esquinas,9.10M,280999,1,3,2.97,0.99
Djavan Ao Vivo - Vol. 1,Djavan,Cupertino,Apple Inc.,Djavan,USA,19,tgoyer@apple.com,Tim,Latin,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Um Amor Puro,10.66M,327105,1,3,2.97,0.99
Purpendicular,Deep Purple,Cupertino,Apple Inc.,"Ian Gillan, Roger Glover, Jon Lord, Steve Morse, Ian Paice",USA,19,tgoyer@apple.com,Tim,Rock,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Hey Cisco,11.60M,354089,1,3,2.97,0.99
Stormbringer,Deep Purple,Cupertino,Apple Inc.,D.Coverdale/G.Hughes/Glenn Hughes/I.Paice/Ian Paice/J.Lord/John Lord/R.Blackmore/Ritchie Blackmore,USA,19,tgoyer@apple.com,Tim,Rock,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,High Ball Shooter,8.77M,267833,1,5,4.95,0.99
Vault: Def Leppard's Greatest Hits,Def Leppard,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,Rock,4/14/08 00:00,26,Goyer,MPEG audio file,+1 (408) 996-1010,95014,North  America,CA,Hysteria,11.62M,355056,1,5,4.95,0.99
Album Of The Year,Faith No More,Yellowknife,,Mike Patton,Canada,33,ellie.sullivan@shaw.ca,Ellie,Alternative & Punk,4/22/08 00:00,27,Sullivan,MPEG audio file,+1 (867) 920-2233,X1A 1N6,North  America,NT,Naked In Front Of The Computer,4.23M,128757,1,1,0.99,0.99
Album Of The Year,Faith No More,Berlin,,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,Germany,36,hannah.schneider@yahoo.de,Hannah,Alternative & Punk,5/5/08 00:00,29,Schneider,MPEG audio file,+49 030 26550280,10789,Europe,,Paths Of Glory,8.44M,257253,1,1,0.99,0.99
Album Of The Year,Faith No More,Lisbon,,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton,Portugal,34,jfernandes@yahoo.pt,Joalo,Alternative & Punk,5/5/08 00:00,28,Fernandes,MPEG audio file,+351 (213) 466-111,,Europe,,Mouth To Mouth,7.51M,228493,1,1,0.99,0.99
Album Of The Year,Faith No More,Berlin,,Bill Gould/Mike Bordin/Mike Patton,Germany,36,hannah.schneider@yahoo.de,Hannah,Alternative & Punk,5/5/08 00:00,29,Schneider,MPEG audio file,+49 030 26550280,10789,Europe,,She Loves Me Not,6.89M,209867,1,2,1.98,0.99
Album Of The Year,Faith No More,Lisbon,,Bill Gould/Mike Bordin/Mike Patton,Portugal,34,jfernandes@yahoo.pt,Joalo,Alternative & Punk,5/5/08 00:00,28,Fernandes,MPEG audio file,+351 (213) 466-111,,Europe,,Helpless,10.75M,326217,1,2,1.98,0.99
Angel Dust,Faith No More,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/08 00:00,30,Schroeder,MPEG audio file,+49 030 2141444,10779,Europe,,RV,7.29M,223242,1,1,0.99,0.99
Angel Dust,Faith No More,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/08 00:00,30,Schroeder,MPEG audio file,+49 030 2141444,10779,Europe,,Caffeine,8.75M,267937,1,1,0.99,0.99
Album Of The Year,Faith No More,Berlin,,Bill Gould/Mike Patton,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/08 00:00,30,Schroeder,MPEG audio file,+49 030 2141444,10779,Europe,,Pristina,7.50M,232698,1,4,3.96,0.99
Angel Dust,Faith No More,Berlin,,,Germany,38,nschroder@surfeu.de,Niklas,Alternative & Punk,5/6/08 00:00,30,Schroeder,MPEG audio file,+49 030 2141444,10779,Europe,,Everything's Ruined,9.01M,273658,1,5,4.95,0.99
The Real Thing,Faith No More,Bordeaux,,Faith No More,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,5/7/08 00:00,31,Girard,MPEG audio file,+33 05 56 96 96 96,33000,Europe,,From Out Of Nowhere,6.59M,202527,1,1,0.99,0.99
Angel Dust,Faith No More,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,5/7/08 00:00,31,Girard,MPEG audio file,+33 05 56 96 96 96,33000,Europe,,Easy,6.07M,185835,1,2,1.98,0.99
Angel Dust,Faith No More,Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Alternative & Punk,5/7/08 00:00,31,Girard,MPEG audio file,+33 05 56 96 96 96,33000,Europe,,A Small Victory,9.73M,297168,1,2,1.98,0.99
King For A Day Fool For A Lifetime,Faith No More,Bordeaux,,"Mike Bordin, Billy Gould, Mike Patton",France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,5/7/08 00:00,31,Girard,MPEG audio file,+33 05 56 96 96 96,33000,Europe,,What A Day,5.20M,158275,1,3,2.97,0.99
King For A Day Fool For A Lifetime,Faith No More,Bordeaux,,"Mike Bordin, Billy Gould, Mike Patton",France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,5/7/08 00:00,31,Girard,MPEG audio file,+33 05 56 96 96 96,33000,Europe,,Ugly In The Morning,6.22M,186435,1,3,2.97,0.99
King For A Day Fool For A Lifetime,Faith No More,Bordeaux,,"Mike Bordin, Billy Gould, Mike Patton",France,42,wyatt.girard@yahoo.fr,Wyatt,Rock,5/7/08 00:00,31,Girard,MPEG audio file,+33 05 56 96 96 96,33000,Europe,,The Gentle Art Of Making Enemies,6.91M,209319,1,4,3.96,0.99
One By One,Foo Fighters,Amsterdam,,Foo Fighters,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,Burn Away,9.68M,298396,1,2,1.98,0.99
Deixa Entrar,Falamansa,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Latin,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,Avisa,11.84M,355030,1,3,2.97,0.99
In Your Honor [Disc 2],Foo Fighters,Amsterdam,,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,What If I Do?,9.93M,302994,1,3,2.97,0.99
Deixa Entrar,Falamansa,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Latin,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,Desaforo,5.85M,174524,1,4,3.96,0.99
In Your Honor [Disc 1],Foo Fighters,Amsterdam,,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,The Last Song,6.50M,199523,1,4,3.96,0.99
In Your Honor [Disc 2],Foo Fighters,Amsterdam,,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett/FOO FIGHTERS",Netherlands,48,johavanderberg@yahoo.nl,Johannes,Rock,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,Virginia Moon,7.49M,229198,1,4,3.96,0.99
The Real Thing,Faith No More,Amsterdam,,Faith No More,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,Underwater Love,7.63M,231993,1,5,4.95,0.99
One By One,Foo Fighters,Amsterdam,,Foo Fighters,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Alternative & Punk,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,Times Like These,8.62M,266370,1,5,4.95,0.99
Deixa Entrar,Falamansa,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Latin,5/10/08 00:00,32,Van der Berg,MPEG audio file,+31 020 6223130,1016,Europe,VV,Falamansa Song,7.92M,237165,1,5,4.95,0.99
American Idiot,Green Day,Santiago,,"Billie Joe Armstrong, Mike Dirnt, TrÃ© Cool",Chile,57,luisrojas@yahoo.cl,Luis,Alternative & Punk,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Holiday,7.60M,232724,1,1,0.99,0.99
My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,Santiago,,cole porter,Chile,57,luisrojas@yahoo.cl,Luis,Easy Listening,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,I Get A Kick Out Of You,6.33M,194429,1,1,0.99,0.99
Unplugged,Eric Clapton,Santiago,,Gilberto Gil,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Realce,8.85M,264489,1,1,0.99,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Stir It Up (Live),9.59M,282409,1,1,0.99,0.99
Quanta Gente Veio Ver (Live),Gilberto Gil,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,A Novidade (Live),10.51M,316969,1,2,1.98,0.99
American Idiot,Green Day,Santiago,,Mike Dirnt/TrÃ© Cool,Chile,57,luisrojas@yahoo.cl,Luis,Alternative & Punk,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again,18.14M,558602,1,3,2.97,0.99
Unplugged,Eric Clapton,Santiago,,Gilberto Gil,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Aquele AbraÃ§o,8.81M,263993,1,3,2.97,0.99
Faceless,Godsmack,Santiago,,Sully Erna,Chile,57,luisrojas@yahoo.cl,Luis,Metal,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Re-Align,8.51M,260884,1,3,2.97,0.99
The Colour And The Shape,Foo Fighters,Santiago,,"Dave, Taylor, Nate, Chris",Chile,57,luisrojas@yahoo.cl,Luis,Rock,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,See You,4.89M,146782,1,3,2.97,0.99
My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,Santiago,,bart howard,Chile,57,luisrojas@yahoo.cl,Luis,Easy Listening,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Fly Me To The Moon,4.86M,149263,1,4,3.96,0.99
My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,Santiago,,bert brecht/kurt weill/marc blitzstein,Chile,57,luisrojas@yahoo.cl,Luis,Easy Listening,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Mack The Knife,9.54M,292075,1,4,3.96,0.99
Roda De Funk,Funk Como Le Gusta,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Funk Hum,8.08M,244453,1,4,3.96,0.99
Roda De Funk,Funk Como Le Gusta,Santiago,,,Chile,57,luisrojas@yahoo.cl,Luis,Latin,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Forty Days Instrumental,9.58M,292493,1,4,3.96,0.99
As CanÃ§Ãµes de Eu Tu Eles,Gilberto Gil,Santiago,,"Guio De Morais E Seus ""Parentes""/Luiz Gonzaga",Chile,57,luisrojas@yahoo.cl,Luis,Soundtrack,5/15/08 00:00,33,Rojas,MPEG audio file,+56 (0)2 635 4444,,South America,,Pau-De-Arara,6.34M,191660,1,5,4.95,0.99
Use Your Illusion I,Guns N' Roses,Rio de Janeiro,Riotur,,Brazil,12,roberto.almeida@riotur.gov.br,Roberto,Rock,5/23/08 00:00,34,Almeida,Protected AAC audio file,+55 (21) 2271-7000,20040-020,South America,RJ,Right Next Door to Hell,3.18M,182321,1,2,1.98,0.99
Use Your Illusion I,Guns N' Roses,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Rock,6/5/08 00:00,36,Peterson,Protected AAC audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,Perfect Crime,2.55M,143637,1,1,0.99,0.99
Use Your Illusion I,Guns N' Roses,Vancouver,Rogers Canada,,Canada,15,jenniferp@rogers.ca,Jennifer,Rock,6/5/08 00:00,36,Peterson,Protected AAC audio file,+1 (604) 688-2255,V6C 1G8,North  America,BC,Bad Obsession,5.54M,328282,1,2,1.98,0.99
